All,Alle
"Backup Options","Alternativer for sikkerhetskopiering"
"Create DB Backup","Opprett sikkerhetskopi av database"
"Delete Store","Slett butikk"
"Delete Web Site","Slette webområde"
"Save Web Site","Lagre Web-område"
"Save Store","Lagre butikk"
"Save Store View","Lagre butikkvisning"
"Delete Store View","Slett butikkvisning"
"Edit Web Site","Redigere webområdet"
"New Web Site","Nytt webområde"
"Edit Store","Rediger butikk"
"New Store","Ny butikk"
"Edit Store View","Rediger butikkvisning"
"New Store View","Ny lagervisning"
"Store Information",Butikkinformasjon
"Web Site",Webområde
Name,Navn
Code,Kode
"Root Category",Rotkategori
"Default Store View","Standard butikkvisning"
"Store View Information",Butikkvisningsinformasjon
Disabled,Deaktivert
"Web Site Information",Nettstedsinformasjon
"Default Store","Standard butikk"
"Set as Default","Angi som standard"
Stores,Butikker
"Create Website","Opprette nettsted"
"Create Store","Opprett butikk"
"Create Store View","Opprett butikkvisning"
Home,Hjem
"Are you sure you want to do this?","Er du sikker på at du vil gjøre dette?"
label,etikett
"Add New Image","Legg til nytt bilde"
"Export block for grid %1 is not defined","Eksport blokk for rutenett %1 er ikke definert"
"Reset Filter","Tilbakestill filter"
Search,Søk
Any,"Hvilket som helst"
"All Countries","Alle land"
From,Fra
To,Til
"Date selector",Datovelger
"[ deleted ]",[slettet]
"Select All","Velg alle"
" [deleted]"," [slettet]"
"We couldn't find any records.","Vi kunne desverre ikke finne noen oppføringer."
"Add New","Legg til ny"
"Invalid export type supplied for grid export block","Ugyldig eksporttype angitt for grid eksport blokk"
Export,Eksport
"Please correct the column format and try again.","Endre kolonneformatet og prøv på nytt."
Submit,Lagre
"Unknown block type","Ukjent blokktype"
"Please correct the tab configuration and try again. Tab Id should be not empty","Vennligst korriger kategorikonfigurasjonen og prøv på nytt. Kategori Id kan ikke være tom"
"Please correct the tab configuration and try again.","Korriger kategorikonfigurasjonen og prøv på nytt."
"You have logged out.","Du har logget ut."
"The image cache was cleaned.","Hurtigbufferen for bilder ble tømt."
"An error occurred while clearing the image cache.","Det oppstod en feil under tømming av hurtigbuffer for bilder."
"The JavaScript/CSS cache has been cleaned.","Hurtigbufferen for JavaScript/CSS har blitt tømt."
"An error occurred while clearing the JavaScript/CSS cache.","Det oppstod en feil under tømming av hurtigbuffer for JavaScript/CSS."
"The static files cache has been cleaned.","Hurtigbufferen for statiske filer har blitt tømt."
"You flushed the cache storage.","Du tømmet hurtigbuffelageret."
"The Magento cache storage has been flushed.","Magento butikkbuffer lagringen er tømt."
"Cache Management",Cachebehandling
"You can't change status of cache type(s) in production mode","Du kan ikke endre status for hurtigbuffertype(r) i produksjonsmodus"
"%1 cache type(s) disabled.","%1 cache type(r) deaktivert."
"An error occurred while disabling cache.","Det oppstod en feil under deaktivering av cache."
"%1 cache type(s) enabled.","%1 cache type(r) aktivert."
"An error occurred while enabling cache.","Det oppstod en feil under aktivering av cache."
"%1 cache type(s) refreshed.","%1 cache type(r) klar."
"An error occurred while refreshing cache.","Det oppstod en feil under oppdatering av cache."
Dashboard,Kontrollpanel
"We updated lifetime statistic.","Vi oppdaterte levetid statistikk."
"We can't refresh lifetime statistics.","Vi kan ikke oppdatere levetid statistikk."
"invalid request","ugyldig forespørsel"
"see error log for details","se feilloggen for detaljer"
"Service unavailable: %1","Tjenesten er ikke tilgjengelig: %1"
"Access Denied.","Ingen tilgang."
"You need more permissions to do this.","Du trenger flere tillatelser for å gjøre dette."
"No search modules were registered","Ingen søkemoduler ble registrert"
"Please make sure that all global admin search modules are installed and activated.","Kontroller at alle globale admin søkemoduler er installert og aktivert."
"You saved the account.","Du lagret kontoen."
"An error occurred while saving account.","Det oppstod en feil under lagring av konto."
"You deleted the design change.","Du slettet designendringen."
"You can't delete the design change.","Du kan ikke slette desingendringen."
"Store Design",Butikkdesign
"Edit Store Design Change","Rediger butikk desginendring"
"You saved the design change.","Designendringen er lagret."
"Manage Stores","Administrer butikker"
"The database was backed up.","Databasen ble sikkerhetskopiert."
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Når du sletter en %1 slettes ikke informasjon knyttet til %1 (f.eks kategorier-, produkter, osv.), men %1 vil ikke kunne gjenopprettes. Det anbefales at du oppretter en sikkerhetskopi av databasen før du sletter %1."
"Something went wrong. Please try again.","Noe gikk galt. Prøv på nytt."
"This store cannot be deleted.","Denne butikken kan ikke slettes."
"You deleted the store.","Du slettet butikken."
"Unable to delete the store. Please try again later.","Kan ikke slette butikken. Prøv igjen senere."
"This store view cannot be deleted.","Denne butikkvisningen kan ikke slettes."
"Store View",Butikkvisning
"You deleted the store view.","Du slettet butikkvisningen."
"Unable to delete the store view. Please try again later.","Kan ikke slette butikkvisningen. Prøv igjen senere."
"This website cannot be deleted.","Dette nettstedet kan ikke slettes."
"You deleted the website.","Du slettet nettstedet."
"Unable to delete the website. Please try again later.","Kan ikke slette webområdet. Prøv igjen senere."
"The website does not exist.","Webområdet finnes ikke."
"Before modifying the website code please make sure it is not used in index.php.","Før du endrer nettstedkoden må du kontrollere at den ikke brukes i index.php."
"The store does not exist","Butikken finnes ikke"
"Store view doesn't exist","Butikkvisningen eksisterer ikke"
"Before modifying the store view code please make sure it is not used in index.php.","Før du endrer nettstedkoden må du kontrollere at den ikke brukes i index.php."
"New ","Ny "
"All Stores","Alle butikker"
"You saved the website.","Du lagret webområdet."
"The default store cannot be disabled","Standardbutikken kan ikke bli deaktivert"
"You saved the store view.","Du lagret butikkvisningen."
"An inactive store view cannot be saved as default store view","En inaktiv butikk-visning kan bli lagret som standard butikk visning"
"You saved the store.","Du lagret butikken."
"Something went wrong while saving. Please review the error log.","Noe gikk galt under lagring. Kontroller feilloggen."
"Authentication storage is incorrect.","Autentiseringslagring er feil."
Today,"I dag"
"Last 24 Hours","Siste 24 timer"
"Last 7 Days","Siste 7 dager"
"Current Month","Gjeldende måned"
YTD,"Hittil i år"
2YTD,"2 ÅTD"
Order,Rekkefølge
"Order #%1","Ordre # %1"
Edit,Rediger
"Sorry, you need permissions to view this content.","Beklager, trenger du tillatelse til å vise dette innholdet."
"Next steps","De neste trinnene"
"If you think this is an error, try signing out and signing in again.","Hvis du tror dette er en feil, prøve å logge ut og logge på igjen."
"Contact a system administrator or store owner to gain permissions.","Kontakt en systemansvarlig eller butikkeier for å få tillatelse."
"Return to ","Gå tilbake til "
"previous page","forrige side"
"Welcome, please sign in","Velkommen, vennligst logg inn"
Username,Brukernavn
"user name",brukernavn
Password,Passord
password,passord
"Sign in","Logg inn"
"No Data Found","Ingen Data funnet"
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Diagrammet er deaktivert. For å aktivere diagrammet, klikk <a href=""%1""> her</a>."
"Select Range:","Merk område:"
"Last Orders","Siste ordre"
"Last Search Terms","Siste søkeord"
"Top Search Terms","Hyppigste søkeord"
"There are no search keywords.","Det er ingen søkeord."
"View Statistics For:","Vis statistikk for:"
"All Websites","Alle nettsteder"
"Reload Data","Oppdater Data"
"Browse Files...","Bla gjennom filer..."
"Copyright &copy; %1 Magento Commerce Inc. All rights reserved.","Copyright &copy; %1 Magento Commerce Inc. Alle rettigheter reservert."
"Magento Admin Panel","Magento adminpanel"
"Account Setting",Kontoinnstillinger
"Customer View",Kundevisning
"Sign Out","Logg ut"
"About the calendar","Om kalenderen"
"Go Today","I Dag"
Time,Tid
Hour,Time
Minute,Minutt
"JavaScript may be disabled in your browser.","JavaScript kan være deaktivert i nettleseren."
"To use this website you must first enable JavaScript in your browser.","For å bruke nettstedet må du først aktivere JavaScript i nettleseren."
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Dette er bare en demo butikk. Du kan bla gjennom og plassere bestillinger, men ingenting vil bli behandlet."
"Privacy Policy",Personvernserklæring
"Report an Issue","Rapporter en feil"
Scope:,Omfang:
"Stores Configuration","Butikk konfigurasjon"
"Additional Cache Management","Ekstra Cache Konfigurasjon"
"Flush Catalog Images Cache","Flush katalogen bilder Cache"
"Pregenerated product images files","Forhåndsgenererte produkt bildefiler"
"Flush JavaScript/CSS Cache","Tøm JavaScript/CSS Cache"
"Themes JavaScript and CSS files combined to one file","Temaer JavaScript og CSS-filer sammen til én fil"
"Flush Static Files Cache","Flush Statiske Filer Cache"
"Preprocessed view files and static files","Forhåndsprosessert visning og statiske filer"
Catalog,Katalog
"No records found.","Ingen oppføringer funnet."
Images,Bilder
"Big Image","Stort bilde"
Thumbnail,Miniatyrbilde
"Additional Settings",Tilleggsinnstillinger
"records found","oppføringer funnet"
selected,valgt
"Previous page","Forrige side"
"of %1","av %1"
"Next page","Neste side"
"Export to:","Eksporter til:"
"Mass Actions",Massehandlinger
"Unselect All","Opphev merking"
"Select Visible","Velg synlige"
"Unselect Visible","Fjern valg av synlige"
"Changes have been made to this section that have not been saved.","Det er gjort endringer i denne seksjonen som ikke er lagret."
"This tab contains invalid data. Please resolve this before saving.","Denne kategorien inneholder ugyldige data. Vennligst rett opp dette før du lagrer."
"The information in this tab has been changed.","Informasjonen under denne fanen er endret."
Loading...,Laster...
"User Agent Rules","Bruker Agent regler"
Examples,Eksempler
"Previous Page","Forrige side"
"Next Page","Neste side"
"Use Default Value","Bruk standardverdi"
"We could not detect a size.","Vi kunne ikke oppdage en størrelse."
"Warning message","Advarsel melding"
"Allow everything","Tillat alt"
"Magento Admin","Magento admin"
"Global Search","Globalt søk"
Marketing,Markedsføring
"SEO & Search","SEO & søk"
"User Content",Brukerinnhold
Content,Innhold
Elements,Elementer
Design,Utforming
Schedule,Tidsplan
Settings,Innstillinger
Attributes,Attributter
"Other Settings","Andre innstillinger"
"Data Transfer",Dataoverføring
"Package Extensions",Pakkeutvidelser
Tools,Verktøy
"Flush Js/Css","Tøm JS/CSS"
"Flush Static Files","Tøm statiske genererte filer"
Currency,Valuta
Communications,Kommunikasjon
Services,Tjenester
Advanced,Avansert
"Disable Modules Output","Deaktiver modul output"
"Store Email Addresses","Butikk e-postadresser"
"Custom Email 1","Egendefinert epost 1"
"Sender Email","Avsender e-post"
"Sender Name","Avsenderens navn"
"Custom Email 2","Egendefinert epost 2"
"General Contact","Generell kontakt"
"Sales Representative",Salgsrepresentant
"Customer Support",Kundestøtte
Developer,Utvikler
"Parameter Value",Parameterverdi
"Template Settings","Mal alternativer"
"Allow Symlinks","Tillate Symlinks"
"Minification is not applied in developer mode.","Minification brukes ikke i utviklermodus."
"Translate Inline","Oversette Inline"
"Enabled for Storefront","Aktivert for butikk"
"Enabled for Admin","Aktivert for Admin"
"Translate, blocks and other output caches should be disabled for both Storefront and Admin inline translations.","Oversette, blokker og andre output cache bør deaktiveres for både butikk og Admin inline oversettelser."
"JavaScript Settings",JavaScript-innstillinger
"Merge JavaScript Files","Flette JavaScript-filer"
"Enable JavaScript Bundling","Aktivere JavaScript bunting"
"Minify JavaScript Files","Minify JavaScript-filer"
"CSS Settings","CSS innstillinger"
"Merge CSS Files","Flette CSS-filer"
"Minify CSS Files","Minify CSS-filer"
"Image Processing Settings","Image bearbeidings innstillinger"
"Image Adapter","Bildet adapter"
"Static Files Settings","Statiske filinnstillinger"
"Sign Static Files","Signer statiske filer"
"Country Options",Landsalternativ
"Allow Countries","Tillatt land"
